Freq.	V(out)
3.77740000000000e+09	(-1.02276088761698e+02dB,-1.17941672287202e+02°)
3.77760000000000e+09	(-1.05077517336270e+02dB,-1.72791968903240e+02°)
3.77780000000000e+09	(-1.04312448568549e+02dB,-3.65686190970728e+01°)
3.77800000000000e+09	(-1.06615440685803e+02dB,1.70500646240904e+02°)
3.77820000000000e+09	(-1.10225404989795e+02dB,-1.64224983290368e+02°)
3.77840000000000e+09	(-1.13578533091013e+02dB,-6.07612341251556e+01°)
3.77860000000000e+09	(-1.14785210717221e+02dB,-1.29192629762635e+02°)
3.77880000000000e+09	(-1.06433123845791e+02dB,-9.59920454901264e+01°)
3.77900000000000e+09	(-1.03915407294055e+02dB,1.15899766048470e+02°)
3.77920000000000e+09	(-1.07022111375350e+02dB,-7.36957370027443e+01°)
3.77940000000000e+09	(-1.07779428429264e+02dB,3.28948257842042e+01°)
3.77960000000000e+09	(-1.13149230666169e+02dB,-1.27349882811180e+01°)
3.77980000000000e+09	(-1.16846608408111e+02dB,1.07867392128226e+01°)
3.78000000000000e+09	(-1.05685225017008e+02dB,-8.49965431885643e+01°)
3.78020000000000e+09	(-1.12882665141569e+02dB,1.06980270956739e+02°)
3.78040000000000e+09	(-1.04498667301735e+02dB,-2.57905175868704e+01°)
3.78060000000000e+09	(-1.04050741504656e+02dB,-1.31921803062512e+02°)
3.78080000000000e+09	(-1.03809280439316e+02dB,4.53059048835178e+01°)
3.78100000000000e+09	(-1.01226635158951e+02dB,-8.38602322587329e+01°)
3.78120000000000e+09	(-1.08060426487148e+02dB,1.52449413081938e+02°)
3.78140000000000e+09	(-1.13500429733626e+02dB,1.42646997330921e+02°)
3.78160000000000e+09	(-1.02675011688388e+02dB,-5.95553952096226e+01°)
3.78180000000000e+09	(-1.02475377748277e+02dB,1.31236832250371e+02°)
3.78200000000000e+09	(-9.89450186175612e+01dB,4.64175907304918e-01°)
3.78220000000000e+09	(-1.11525963444945e+02dB,1.37787556457220e+02°)
3.78240000000000e+09	(-9.89595445683209e+01dB,-2.14892306629385e+01°)
3.78260000000000e+09	(-1.05848206142740e+02dB,-3.93229037342888e+01°)
3.78280000000000e+09	(-1.03315267841618e+02dB,-1.19492607974901e+02°)
3.78300000000000e+09	(-1.05210721298020e+02dB,-1.27852906931311e+02°)
3.78320000000000e+09	(-1.08833325802613e+02dB,-9.77332645238603e+01°)
3.78340000000000e+09	(-1.04145354456309e+02dB,-8.37475401961599e+01°)
3.78360000000000e+09	(-1.06945884035433e+02dB,4.26802792425415e+01°)
3.78380000000000e+09	(-1.05383613762527e+02dB,-4.79275482762560e+01°)
3.78400000000000e+09	(-1.08535912302099e+02dB,1.68301581187946e+02°)
3.78420000000000e+09	(-1.08958145535408e+02dB,8.17020862359057e+01°)
3.78440000000000e+09	(-1.03045407758097e+02dB,-1.37327265189655e+02°)
3.78460000000000e+09	(-1.09652870003427e+02dB,1.52909136419870e+02°)
3.78480000000000e+09	(-1.12817531502102e+02dB,1.16726233107128e+02°)
3.78500000000000e+09	(-1.08899192521924e+02dB,-5.76813941402560e+01°)
3.78520000000000e+09	(-1.12912107953656e+02dB,-1.25847833406863e+02°)
3.78540000000000e+09	(-1.03098198580636e+02dB,-6.93709745020772e+01°)
3.78560000000000e+09	(-1.07269475623211e+02dB,1.10212263560490e+02°)
3.78580000000000e+09	(-1.07943321266969e+02dB,-4.97865700681728e+01°)
3.78600000000000e+09	(-1.06884013759047e+02dB,1.45942124404332e+02°)
3.78620000000000e+09	(-1.04837834994869e+02dB,-7.55946527761086e+01°)
3.78640000000000e+09	(-1.06299456776680e+02dB,1.68019640654570e+02°)
3.78660000000000e+09	(-1.04331389503524e+02dB,-1.16354712626215e+02°)
3.78680000000000e+09	(-1.07883032781555e+02dB,-1.78639430240258e+02°)
3.78700000000000e+09	(-9.89714542028017e+01dB,1.75671280589523e+02°)
3.78720000000000e+09	(-1.09601809461338e+02dB,7.00413779810827e+00°)
3.78740000000000e+09	(-9.85316757212713e+01dB,1.30437677825454e+02°)
3.78760000000000e+09	(-1.01978839668343e+02dB,2.60452824659116e+01°)
3.78780000000000e+09	(-9.86814358282023e+01dB,6.37116052091204e+01°)
3.78800000000000e+09	(-1.05942904838983e+02dB,-1.98659333275990e+01°)
3.78820000000000e+09	(-9.77758288631267e+01dB,3.65428121189240e+01°)
3.78840000000000e+09	(-9.66566858401898e+01dB,-5.93009683351009e+01°)
3.78860000000000e+09	(-1.10293071267122e+02dB,-1.57097174009725e+02°)
3.78880000000000e+09	(-9.50474024162623e+01dB,-1.93367086413881e+01°)
3.78900000000000e+09	(-9.07620941155582e+01dB,-9.80381890862945e+01°)
3.78920000000000e+09	(-9.45176864225167e+01dB,-1.36079369059251e+02°)
3.78940000000000e+09	(-9.14605214734386e+01dB,-1.73987591432364e+02°)
3.78960000000000e+09	(-9.06018615558321e+01dB,1.32431868107466e+02°)
3.78980000000000e+09	(-9.70175983376051e+01dB,4.72484380091334e+01°)
3.79000000000000e+09	(-9.84810758589707e+01dB,-9.88117787835318e+01°)
3.79020000000000e+09	(-9.53480615997239e+01dB,-1.69518692766199e+02°)
3.79040000000000e+09	(-9.29671832572710e+01dB,1.31886322216679e+02°)
3.79060000000000e+09	(-9.61354558122433e+01dB,5.99636196396992e+01°)
3.79080000000000e+09	(-9.55386038272100e+01dB,1.39215971220249e+01°)
3.79100000000000e+09	(-9.99643973006917e+01dB,-1.10445052549173e+02°)
3.79120000000000e+09	(-1.01534444397589e+02dB,1.25742274479562e+02°)
3.79140000000000e+09	(-9.50672125435630e+01dB,4.65443897034186e+01°)
3.79160000000000e+09	(-9.21055344144623e+01dB,-6.94790407920214e+01°)
3.79180000000000e+09	(-9.50518705524870e+01dB,1.44201042131454e+02°)
3.79200000000000e+09	(-9.86173954883502e+01dB,5.83298558711349e+00°)
3.79220000000000e+09	(-1.01647642626192e+02dB,-5.16588959580864e+01°)
3.79240000000000e+09	(-1.09569771124855e+02dB,-1.11871242544176e+02°)
3.79260000000000e+09	(-1.04353218937545e+02dB,2.42816538998116e+01°)
3.79280000000000e+09	(-1.13079379807074e+02dB,-1.01876374257442e+02°)
3.79300000000000e+09	(-1.03402039550179e+02dB,-6.00772573235113e+01°)
3.79320000000000e+09	(-1.14172854575280e+02dB,-2.41383390167318e+01°)
3.79340000000000e+09	(-1.05111980757428e+02dB,-8.63758809800120e+01°)
3.79360000000000e+09	(-1.08017678397706e+02dB,-2.56106073857927e+01°)
3.79380000000000e+09	(-9.78092654168818e+01dB,-1.21729796942142e+02°)
3.79400000000000e+09	(-1.00488540775997e+02dB,8.94931035760724e+01°)
3.79420000000000e+09	(-9.88609463603099e+01dB,-9.74324183800681e+01°)
3.79440000000000e+09	(-9.86156501551679e+01dB,1.00136263574437e+02°)
3.79460000000000e+09	(-1.01820065792112e+02dB,-6.00126906733345e+01°)
3.79480000000000e+09	(-1.11161119648552e+02dB,-9.10397089170972e+01°)
3.79500000000000e+09	(-1.12231711238973e+02dB,1.56143394778024e+02°)
3.79520000000000e+09	(-1.04279434739502e+02dB,-6.26460031549612e+01°)
3.79540000000000e+09	(-1.07541437493640e+02dB,1.64514342470651e+02°)
3.79560000000000e+09	(-1.05080558735007e+02dB,-5.42949994214782e+01°)
3.79580000000000e+09	(-1.05938492524440e+02dB,-4.55442460485598e+01°)
3.79600000000000e+09	(-9.67176619114652e+01dB,-1.73499681568689e+02°)
3.79620000000000e+09	(-9.95437168728338e+01dB,-7.62003475869311e+00°)
3.79640000000000e+09	(-9.89153920649464e+01dB,-1.59829841829743e+02°)
3.79660000000000e+09	(-1.04945708572412e+02dB,-1.25120354345583e+01°)
3.79680000000000e+09	(-1.04361606842672e+02dB,1.75188823495057e+02°)
3.79700000000000e+09	(-1.06787603509391e+02dB,-1.62638469198380e+02°)
3.79720000000000e+09	(-1.01127407721652e+02dB,3.35951905712222e+01°)
3.79740000000000e+09	(-9.32142826287109e+01dB,-1.68752630208668e+02°)
3.79760000000000e+09	(-8.96098841162797e+01dB,1.40412296853345e+01°)
3.79780000000000e+09	(-8.73459494934132e+01dB,-1.50709175725192e+02°)
3.79800000000000e+09	(-8.70053889607715e+01dB,2.63046027589931e+01°)
3.79820000000000e+09	(-8.72380984731572e+01dB,-1.51233170828817e+02°)
3.79840000000000e+09	(-8.82968654347012e+01dB,3.03358363960211e+01°)
3.79860000000000e+09	(-9.13123692058972e+01dB,-1.48591484361205e+02°)
3.79880000000000e+09	(-9.52087429528582e+01dB,8.30994873807184e+00°)
3.79900000000000e+09	(-1.00041446083421e+02dB,-1.46673445676256e+02°)
3.79920000000000e+09	(-1.03676617067560e+02dB,-1.25769850911670e+02°)
3.79940000000000e+09	(-1.02014439081192e+02dB,-2.25069373941412e+00°)
3.79960000000000e+09	(-9.38604696491366e+01dB,-1.33849283221576e+02°)
3.79980000000000e+09	(-9.93713804806918e+01dB,2.33210420503538e+01°)
3.80000000000000e+09	(-1.07492366009319e+02dB,-1.31120929596343e+02°)
3.80020000000000e+09	(-1.11912073327469e+02dB,-1.24080467523954e+02°)
3.80040000000000e+09	(-1.00185494971610e+02dB,3.81000195012578e+01°)
3.80060000000000e+09	(-1.00366761664743e+02dB,-1.57936006835977e+02°)
3.80080000000000e+09	(-1.01196038926528e+02dB,6.30704829955432e-01°)
3.80100000000000e+09	(-1.02081323040817e+02dB,-1.61010094031060e+02°)
3.80120000000000e+09	(-1.02990764138734e+02dB,-1.20704288144365e+02°)
3.80140000000000e+09	(-1.00260894461264e+02dB,3.79372165035022e+01°)
3.80160000000000e+09	(-9.54593532806712e+01dB,-1.27101219738454e+02°)
3.80180000000000e+09	(-9.87866466353045e+01dB,-1.72394290688061e+01°)
3.80200000000000e+09	(-9.52271413445351e+01dB,-1.70567663608052e+02°)
3.80220000000000e+09	(-9.34464250140056e+01dB,-1.02740198123641e+02°)
3.80240000000000e+09	(-9.06873700623453e+01dB,-5.45289579205698e+01°)
3.80260000000000e+09	(-9.56625940081050e+01dB,3.61418534332040e+01°)
3.80280000000000e+09	(-1.04376389907568e+02dB,5.18641192975949e+01°)
3.80300000000000e+09	(-1.04778306327286e+02dB,7.19798414355229e+01°)
3.80320000000000e+09	(-1.13591759171399e+02dB,1.63248603037236e+02°)
3.80340000000000e+09	(-1.13572114377638e+02dB,-1.49238309955365e+02°)
3.80360000000000e+09	(-9.74148028554214e+01dB,1.16842503785351e+02°)
3.80380000000000e+09	(-9.60588218510757e+01dB,-1.58555046428552e+02°)
3.80400000000000e+09	(-9.40303498040591e+01dB,-7.61733789048514e+01°)
3.80420000000000e+09	(-1.02958376322288e+02dB,2.81482234020834e+01°)
3.80440000000000e+09	(-1.02241008427354e+02dB,-4.03277722648351e+01°)
3.80460000000000e+09	(-1.01450401120858e+02dB,7.26219602074241e+01°)
3.80480000000000e+09	(-1.02258130505076e+02dB,-4.80520574532865e+01°)
3.80500000000000e+09	(-1.08978028296670e+02dB,7.94889539851998e+01°)
3.80520000000000e+09	(-9.94423337763649e+01dB,1.54197871301696e+01°)
3.80540000000000e+09	(-1.00083148788946e+02dB,-1.76165058711957e+02°)
3.80560000000000e+09	(-1.05539209363242e+02dB,1.69183044542818e+02°)
3.80580000000000e+09	(-1.12154400594741e+02dB,2.55321863929544e+01°)
3.80600000000000e+09	(-1.01145509726158e+02dB,1.25992311134756e+02°)
3.80620000000000e+09	(-1.05913283435114e+02dB,1.27212245719301e+01°)
3.80640000000000e+09	(-1.13783939489373e+02dB,-1.56393748116421e+02°)
3.80660000000000e+09	(-1.09968308138479e+02dB,9.73991237817655e+01°)
3.80680000000000e+09	(-1.02516108591146e+02dB,-3.75464910250293e+01°)
3.80700000000000e+09	(-1.06960699180330e+02dB,8.91990801176547e+01°)
3.80720000000000e+09	(-1.02787221573256e+02dB,3.61168735570072e+01°)
3.80740000000000e+09	(-1.03942748482650e+02dB,4.53097275863724e+00°)
3.80760000000000e+09	(-1.06722660754635e+02dB,-1.50696639541056e+02°)
3.80780000000000e+09	(-1.10053955235212e+02dB,1.67087040539587e+01°)
3.80800000000000e+09	(-1.05271822868377e+02dB,4.24231219049557e+00°)
3.80820000000000e+09	(-1.06198799293959e+02dB,-9.73939970764486e+01°)
3.80840000000000e+09	(-1.11805584135385e+02dB,-1.18472260147563e+02°)
3.80860000000000e+09	(-1.15275766143225e+02dB,-1.15447186727231e+02°)
3.80880000000000e+09	(-1.07418172063360e+02dB,4.79419800553702e+01°)
3.80900000000000e+09	(-1.01565407504300e+02dB,-1.26965794342573e+02°)
3.80920000000000e+09	(-1.02104961793215e+02dB,1.11165143120548e+02°)
3.80940000000000e+09	(-1.06200801629210e+02dB,-5.89306147211588e+01°)
3.80960000000000e+09	(-1.00521855917311e+02dB,-1.14293057269321e+02°)
3.80980000000000e+09	(-1.00550238996642e+02dB,1.27407521230773e+02°)
3.81000000000000e+09	(-1.07801595622425e+02dB,-8.46528586100193e-01°)
3.81020000000000e+09	(-1.17483063235640e+02dB,1.40918540771043e+02°)
3.81040000000000e+09	(-1.07660888796875e+02dB,9.09582953945073e+01°)
3.81060000000000e+09	(-1.05869955897649e+02dB,8.24364431855326e+01°)
3.81080000000000e+09	(-1.00133660415360e+02dB,-7.56291431715910e+01°)
3.81100000000000e+09	(-9.87338302892621e+01dB,1.58309575746567e+02°)
3.81120000000000e+09	(-1.06940394844649e+02dB,7.63854868596378e+01°)
3.81140000000000e+09	(-1.15249471126915e+02dB,-1.04712320651733e+02°)
3.81160000000000e+09	(-1.10361918454579e+02dB,1.74136981386121e+02°)
3.81180000000000e+09	(-1.04911434427459e+02dB,1.51914675205255e+02°)
3.81200000000000e+09	(-1.09705740810680e+02dB,1.26561180859097e+02°)
3.81220000000000e+09	(-1.04839130813519e+02dB,1.18913219242625e+02°)
3.81240000000000e+09	(-1.17739091018229e+02dB,1.01077457257371e+02°)
3.81260000000000e+09	(-1.03825135953978e+02dB,1.38499918567104e+02°)
3.81280000000000e+09	(-1.03595748432833e+02dB,5.54440740531260e+01°)
3.81300000000000e+09	(-1.03637060087259e+02dB,1.16515348148470e+02°)
3.81320000000000e+09	(-1.04765622262255e+02dB,1.54369412315682e+01°)
3.81340000000000e+09	(-1.04003596722201e+02dB,-5.54532632307287e+00°)
3.81360000000000e+09	(-1.03376033432332e+02dB,-1.65478067989624e+02°)
3.81380000000000e+09	(-9.89808860625621e+01dB,6.74135180253271e+01°)
3.81400000000000e+09	(-1.11504910339416e+02dB,-5.82069003001157e+01°)
3.81420000000000e+09	(-1.15717095039975e+02dB,-1.33892605192656e+01°)
3.81440000000000e+09	(-1.04973281152383e+02dB,-8.20890332663559e+01°)
3.81460000000000e+09	(-1.13477597354591e+02dB,-1.43413751396860e+02°)
3.81480000000000e+09	(-1.09743602555583e+02dB,-1.54376103919219e+02°)
3.81500000000000e+09	(-1.08198598124498e+02dB,1.09488149758964e+02°)
3.81520000000000e+09	(-1.09402390050293e+02dB,1.65091618314617e+02°)
3.81540000000000e+09	(-1.01835783377053e+02dB,7.71323803677024e+01°)
3.81560000000000e+09	(-1.08002502603703e+02dB,5.78759021113132e+01°)
3.81580000000000e+09	(-1.07076034709325e+02dB,3.44887219875231e+01°)
3.81600000000000e+09	(-1.06899643892395e+02dB,9.17481884660668e+01°)
3.81620000000000e+09	(-1.03409464542310e+02dB,-1.08893440705191e+01°)
3.81640000000000e+09	(-1.04295626982235e+02dB,1.03428708452033e+02°)
3.81660000000000e+09	(-9.81929221628104e+01dB,3.62536746183493e+01°)
3.81680000000000e+09	(-1.02790582865412e+02dB,-1.79317868781010e+01°)
3.81700000000000e+09	(-1.06023725242538e+02dB,1.67939854731031e+02°)
3.81720000000000e+09	(-1.04778341592474e+02dB,-3.88726113959409e+01°)
3.81740000000000e+09	(-1.10444736110355e+02dB,6.73598282024244e+01°)
3.81760000000000e+09	(-1.08667205520811e+02dB,-1.30904242423440e+02°)
3.81780000000000e+09	(-1.15842086242408e+02dB,1.10477841167547e+02°)
3.81800000000000e+09	(-1.08446741531752e+02dB,-4.24970748356547e+01°)
3.81820000000000e+09	(-1.10097413399527e+02dB,-1.79953315512801e+02°)
3.81840000000000e+09	(-1.08386344745138e+02dB,4.04372149207001e+01°)
3.81860000000000e+09	(-1.11595458487058e+02dB,7.39751247999283e+01°)
3.81880000000000e+09	(-1.19431445433928e+02dB,-1.24461126967397e+02°)
3.81900000000000e+09	(-1.06577664624574e+02dB,6.68289204402927e+01°)
3.81920000000000e+09	(-1.09647519570925e+02dB,-4.76677222764479e+01°)
3.81940000000000e+09	(-1.06917166268110e+02dB,1.64054458657007e+02°)
3.81960000000000e+09	(-1.05477704014458e+02dB,-7.33226783681545e+01°)
3.81980000000000e+09	(-1.14017409096787e+02dB,7.36492875544297e+01°)
3.82000000000000e+09	(-1.09801205754632e+02dB,-1.11290423401275e+02°)
3.82020000000000e+09	(-9.84217037649005e+01dB,3.54907517325033e+01°)
3.82040000000000e+09	(-1.11367217182238e+02dB,-1.82402512157865e+00°)
3.82060000000000e+09	(-1.01973242584029e+02dB,-4.68458778172171e+01°)
3.82080000000000e+09	(-1.21180250097694e+02dB,1.47738810100125e+01°)
3.82100000000000e+09	(-9.96231415241070e+01dB,-8.16448359821359e+01°)
3.82120000000000e+09	(-1.00425985169300e+02dB,1.50378521455595e+02°)
3.82140000000000e+09	(-1.07350838438253e+02dB,-5.05922271480104e+01°)
3.82160000000000e+09	(-1.10825864555888e+02dB,1.64427467844869e+02°)
3.82180000000000e+09	(-1.02853137341222e+02dB,1.47903695929355e+02°)
3.82200000000000e+09	(-1.11413203635950e+02dB,-1.43612988718104e+02°)
3.82220000000000e+09	(-1.09063071191407e+02dB,1.97569663973299e+01°)
3.82240000000000e+09	(-1.10923262298945e+02dB,1.75823545247877e+02°)
3.82260000000000e+09	(-1.10922310881141e+02dB,1.21067070441525e+02°)
3.82280000000000e+09	(-1.07115889463209e+02dB,1.20872612349029e+02°)
3.82300000000000e+09	(-1.07043859465907e+02dB,-4.49294926352184e+01°)
3.82320000000000e+09	(-1.06638823195604e+02dB,-1.46612708886725e+02°)
3.82340000000000e+09	(-1.14029602323913e+02dB,-1.51347701232131e+01°)
3.82360000000000e+09	(-1.02616824628363e+02dB,6.55682127342773e+00°)
3.82380000000000e+09	(-1.05180181787272e+02dB,-1.62088023778826e+02°)
3.82400000000000e+09	(-1.13936824398041e+02dB,2.92376481191971e+01°)
3.82420000000000e+09	(-1.09282718289216e+02dB,6.86331378661412e+01°)
3.82440000000000e+09	(-1.11283032489665e+02dB,-2.69172614078842e+01°)
3.82460000000000e+09	(-1.11515100061978e+02dB,-1.20283338415226e+02°)
3.82480000000000e+09	(-1.04451808172703e+02dB,1.14645361209673e+02°)
3.82500000000000e+09	(-1.06306676024392e+02dB,-1.30999305149400e+01°)
3.82520000000000e+09	(-1.11408281562177e+02dB,7.59513821004996e+01°)
3.82540000000000e+09	(-1.05158535155627e+02dB,1.68633713819762e+02°)
3.82560000000000e+09	(-1.05043600025311e+02dB,-4.05381584324669e+01°)
3.82580000000000e+09	(-1.04775049667354e+02dB,1.22785743765196e+02°)
3.82600000000000e+09	(-1.01820998334762e+02dB,-4.83231637400258e+01°)
3.82620000000000e+09	(-1.17462186033079e+02dB,1.17015211802063e+02°)
3.82640000000000e+09	(-1.14059378674656e+02dB,-1.74460950219106e+02°)
3.82660000000000e+09	(-1.04545152089707e+02dB,-2.41970953577100e+00°)
3.82680000000000e+09	(-1.02935998814114e+02dB,-1.09969001442437e+02°)
3.82700000000000e+09	(-1.12375172624643e+02dB,6.80096352369256e+01°)
3.82720000000000e+09	(-1.02088768192936e+02dB,2.14740089089084e+01°)
3.82740000000000e+09	(-1.04154167595945e+02dB,-1.49857214448639e+02°)
3.82760000000000e+09	(-1.18108213108037e+02dB,-1.71407186138598e+02°)
3.82780000000000e+09	(-1.04657944650326e+02dB,1.24164137517033e+02°)
3.82800000000000e+09	(-1.14959402662506e+02dB,1.77130595974547e+02°)
3.82820000000000e+09	(-1.04527633570896e+02dB,3.53452085890112e+01°)
3.82840000000000e+09	(-1.08676076600461e+02dB,-1.37836609391109e+02°)
3.82860000000000e+09	(-1.05051950404976e+02dB,4.02760378757750e+01°)
3.82880000000000e+09	(-1.05333508046013e+02dB,-1.19186450463331e+02°)
3.82900000000000e+09	(-1.09183409241839e+02dB,1.07398579588610e+02°)
3.82920000000000e+09	(-1.11000901295639e+02dB,4.37138151372173e+01°)
3.82940000000000e+09	(-1.07967845666018e+02dB,-4.52080316961048e+01°)
3.82960000000000e+09	(-1.07772027968117e+02dB,1.48484071024512e+02°)
3.82980000000000e+09	(-1.03229230166834e+02dB,3.37447330580401e+01°)
3.83000000000000e+09	(-1.02362172662145e+02dB,-7.47866457024220e+01°)
3.83020000000000e+09	(-1.06833147653980e+02dB,-1.56530026656022e+02°)
3.83040000000000e+09	(-1.00356773450587e+02dB,2.54544585492011e+01°)
3.83060000000000e+09	(-1.06259000275302e+02dB,-1.16801556930261e+02°)
3.83080000000000e+09	(-1.13489251913484e+02dB,4.98395373502874e+01°)
3.83100000000000e+09	(-1.08043323989367e+02dB,1.28666670832392e+02°)
3.83120000000000e+09	(-1.06424883403483e+02dB,-3.24000979342797e+01°)
3.83140000000000e+09	(-1.02818615801958e+02dB,1.34715707510624e+02°)
3.83160000000000e+09	(-1.14097458377606e+02dB,9.50710928600313e+01°)
3.83180000000000e+09	(-1.05750651976121e+02dB,-2.81309764533215e+00°)
3.83200000000000e+09	(-1.10858486368757e+02dB,-1.15398676253127e+02°)
3.83220000000000e+09	(-1.16314680263690e+02dB,2.39582070195278e+01°)
3.83240000000000e+09	(-1.05353261663093e+02dB,-1.29600559356163e+01°)
3.83260000000000e+09	(-1.05706762937359e+02dB,-1.35103055195781e+02°)
3.83280000000000e+09	(-1.12067805339016e+02dB,6.73372634303210e+01°)
3.83300000000000e+09	(-1.05694441373401e+02dB,-1.08408483935539e+01°)
3.83320000000000e+09	(-1.04790221180460e+02dB,-1.15292580143643e+02°)
3.83340000000000e+09	(-1.11978897368473e+02dB,2.03018579129156e+01°)
3.83360000000000e+09	(-1.05937578523015e+02dB,1.75718698313226e+02°)
3.83380000000000e+09	(-1.11697946628024e+02dB,1.73867465099816e+02°)
3.83400000000000e+09	(-1.16995112293242e+02dB,-1.63601169223100e+02°)
3.83420000000000e+09	(-1.07160694025571e+02dB,-1.50368057403076e+02°)
3.83440000000000e+09	(-1.09790607938171e+02dB,1.22545734696506e+02°)
3.83460000000000e+09	(-1.08890253090013e+02dB,3.46139723146224e+01°)
3.83480000000000e+09	(-1.12088839945539e+02dB,-1.18174578634514e+02°)
3.83500000000000e+09	(-1.06302835828718e+02dB,7.47377870482101e+01°)
3.83520000000000e+09	(-1.07931484322182e+02dB,-5.61253307350083e+01°)
3.83540000000000e+09	(-1.07501877255248e+02dB,7.30185737604276e+01°)
3.83560000000000e+09	(-1.04568506527838e+02dB,4.05127446803182e+01°)
3.83580000000000e+09	(-1.10484012987737e+02dB,6.88820963065859e+00°)
3.83600000000000e+09	(-1.04912614996764e+02dB,-2.77767639353631e+01°)
3.83620000000000e+09	(-1.09359557271904e+02dB,-4.48434705131687e+01°)
3.83640000000000e+09	(-1.05065414698356e+02dB,-8.10980151297675e+01°)
3.83660000000000e+09	(-1.04557128350723e+02dB,-1.32744373818043e+02°)
3.83680000000000e+09	(-9.99037604598069e+01dB,1.78608122298403e+02°)
3.83700000000000e+09	(-1.05036826506843e+02dB,1.64506594021363e+01°)
3.83720000000000e+09	(-1.03231873970186e+02dB,-1.67480617993526e+02°)
3.83740000000000e+09	(-1.05518451806020e+02dB,7.35507914227015e+01°)
3.83760000000000e+09	(-1.17265854265277e+02dB,1.57734952109304e+02°)
3.83780000000000e+09	(-1.14172894815045e+02dB,-4.95890864777505e+01°)
3.83800000000000e+09	(-1.20568227630297e+02dB,-1.01797999893464e+01°)
3.83820000000000e+09	(-1.11212057741219e+02dB,1.13929017054038e+02°)
3.83840000000000e+09	(-1.21973485251922e+02dB,-1.76564322122052e+02°)
3.83860000000000e+09	(-1.16625796107219e+02dB,-1.51062513872903e+01°)
3.83880000000000e+09	(-1.00295591982766e+02dB,-6.46526233399012e+01°)
3.83900000000000e+09	(-1.00152970319265e+02dB,-1.46031152240305e+02°)
3.83920000000000e+09	(-1.21213639937991e+02dB,2.46577223687233e+01°)
3.83940000000000e+09	(-1.00643701234725e+02dB,-1.02553884994686e+02°)
3.83960000000000e+09	(-1.02236386849958e+02dB,1.55035526466692e+02°)
3.83980000000000e+09	(-1.11231081039469e+02dB,-1.10880196817474e+02°)
3.84000000000000e+09	(-1.01769291013814e+02dB,-1.71247050485892e+02°)
3.84020000000000e+09	(-1.03362010103144e+02dB,1.70235788165109e+02°)
3.84040000000000e+09	(-1.13433265105623e+02dB,-1.76563897368546e+02°)
3.84060000000000e+09	(-9.74296277296599e+01dB,1.25976809307804e+02°)
3.84080000000000e+09	(-1.11538751256894e+02dB,6.08957101218725e+01°)
3.84100000000000e+09	(-9.83613126028701e+01dB,5.37270440988177e+01°)
3.84120000000000e+09	(-1.04272468857182e+02dB,3.74833146352234e+00°)
3.84140000000000e+09	(-9.56827656256378e+01dB,3.00205949043018e+01°)
3.84160000000000e+09	(-9.39309735928847e+01dB,-8.61225908081104e+01°)
3.84180000000000e+09	(-1.05374048104489e+02dB,-5.22794489542148e+01°)
3.84200000000000e+09	(-9.92188632458876e+01dB,-1.04269692996037e+02°)
3.84220000000000e+09	(-9.66723019924827e+01dB,-1.57731740140010e+02°)
3.84240000000000e+09	(-9.34180708276389e+01dB,1.61408354370105e+02°)
3.84260000000000e+09	(-9.48801912412582e+01dB,1.47332141030460e+02°)
3.84280000000000e+09	(-9.42287388202264e+01dB,1.28254322728604e+02°)
3.84300000000000e+09	(-9.39076495632234e+01dB,1.28658560382417e+02°)
3.84320000000000e+09	(-9.00179475970500e+01dB,7.20153283212315e+01°)
3.84340000000000e+09	(-8.61060739071384e+01dB,3.53597030563900e+01°)
3.84360000000000e+09	(-8.38972082050879e+01dB,-3.76539128211689e+01°)
3.84380000000000e+09	(-8.38210211478044e+01dB,-1.38259256745116e+02°)
3.84400000000000e+09	(-8.50454548369698e+01dB,1.14981897337169e+02°)
3.84420000000000e+09	(-8.85912108113491e+01dB,1.69550028406285e+01°)
3.84440000000000e+09	(-9.23175497087706e+01dB,-1.27596679486615e+02°)
3.84460000000000e+09	(-8.83291774719140e+01dB,1.04549333655500e+02°)
3.84480000000000e+09	(-8.97093401388470e+01dB,7.11221048931182e+00°)
3.84500000000000e+09	(-1.06965320795427e+02dB,-7.01543626787253e+01°)
3.84520000000000e+09	(-9.23703825097524e+01dB,6.65407536903366e+01°)
3.84540000000000e+09	(-9.45889262000949e+01dB,-2.51013471171993e+01°)
3.84560000000000e+09	(-1.02625610591068e+02dB,1.33204795502457e+02°)
3.84580000000000e+09	(-9.62554430911031e+01dB,2.45828881836500e+01°)
3.84600000000000e+09	(-1.00160568803596e+02dB,-1.00128310702336e+02°)
3.84620000000000e+09	(-1.04802307717794e+02dB,1.10945562284027e+02°)
3.84640000000000e+09	(-9.76934378341019e+01dB,9.37640759019257e+00°)
3.84660000000000e+09	(-1.11592604418790e+02dB,1.66159132371276e+02°)
3.84680000000000e+09	(-9.42836988185935e+01dB,3.26150301177285e+01°)
3.84700000000000e+09	(-1.00350759563197e+02dB,-1.10111593198766e+02°)
3.84720000000000e+09	(-9.33373175258352e+01dB,5.80952101193753e+01°)
3.84740000000000e+09	(-9.53752178922834e+01dB,-9.43837834604760e+01°)
3.84760000000000e+09	(-9.09187469120178e+01dB,8.37529853928743e+01°)
3.84780000000000e+09	(-9.16812612985496e+01dB,-6.69853050430623e+01°)
3.84800000000000e+09	(-8.80776760747525e+01dB,7.35489008849189e+01°)
