Freq.	V(out)
6.40000000000000e+06	(-8.18739685387593e+01dB,-1.43791414857592e+02°)
6.60000000000000e+06	(-7.96551772790098e+01dB,2.93835600273292e+01°)
6.80000000000000e+06	(-7.93976942108740e+01dB,-1.58029899853611e+02°)
7.00000000000000e+06	(-8.22224292704842e+01dB,2.53014266895352e+01°)
7.20000000000000e+06	(-8.55673996400353e+01dB,-1.61129964499707e+02°)
7.40000000000000e+06	(-8.44884621403063e+01dB,-1.90152871619524e+01°)
7.60000000000000e+06	(-8.44863654972322e+01dB,1.41498131695635e+02°)
7.80000000000000e+06	(-8.56005123958353e+01dB,-8.08970587400740e+01°)
8.00000000000000e+06	(-7.98215783364926e+01dB,8.84338074689737e+01°)
8.20000000000000e+06	(-7.69080085476013e+01dB,-7.69261426941894e+01°)
8.40000000000000e+06	(-7.78321527042067e+01dB,1.13301091274902e+02°)
8.60000000000000e+06	(-8.22902728427040e+01dB,-7.81128493320791e+01°)
8.80000000000000e+06	(-8.37403323005935e+01dB,5.57620309286095e+01°)
9.00000000000000e+06	(-8.11722370098072e+01dB,-1.42983071806634e+02°)
9.20000000000000e+06	(-8.09486634046512e+01dB,2.39524162187194e+01°)
9.40000000000000e+06	(-8.08197522308785e+01dB,1.76677869843205e+02°)
9.60000000000000e+06	(-7.88409251990119e+01dB,-1.40408554534632e+01°)
9.80000000000000e+06	(-7.82807980447999e+01dB,1.66997780694825e+02°)
1.00000000000000e+07	(-7.97135085739669e+01dB,-3.10978521259232e+01°)
1.02000000000000e+07	(-7.99668438211934e+01dB,1.20450706452803e+02°)
1.04000000000000e+07	(-8.11787186415750e+01dB,-6.19392958592506e+01°)
1.06000000000000e+07	(-8.51545318077322e+01dB,1.27407131344838e+02°)
1.08000000000000e+07	(-9.05822504073963e+01dB,-1.05836291038645e+02°)
1.10000000000000e+07	(-8.23788427744650e+01dB,2.26473013436605e+01°)
1.12000000000000e+07	(-7.99503136357066e+01dB,-1.65513130653640e+02°)
1.14000000000000e+07	(-8.31372620668563e+01dB,5.76477542681605e+00°)
1.16000000000000e+07	(-8.45183447423878e+01dB,1.68083048326362e+02°)
1.18000000000000e+07	(-8.09252262514403e+01dB,-1.22912407486086e+01°)
1.20000000000000e+07	(-8.21582269009273e+01dB,1.62884085029238e+02°)
1.22000000000000e+07	(-8.85422541025549e+01dB,-5.22872983907225e+01°)
1.24000000000000e+07	(-8.80737793436061e+01dB,1.00724244817693e+02°)
1.26000000000000e+07	(-8.48530798316292e+01dB,-8.83151075425367e+01°)
1.28000000000000e+07	(-8.23878021742963e+01dB,6.55227216167145e+01°)
1.30000000000000e+07	(-8.09959706149883e+01dB,-1.30730792369475e+02°)
1.32000000000000e+07	(-7.97537335838182e+01dB,5.80121327593482e+01°)
